s,V,gamma,n,t
3020.7332499999998,35.15252501502344,50.0,-3.5810027725674165,70.4166348410666
3023.7240749999996,34.50275925287931,50.0,-3.6999753161976265,70.49908637216197
3026.7149,33.85248189694056,50.0,-3.7946746223511396,70.58305205611512
3026.7149,33.85248189694056,50.0,-3.7946746223511396,70.58305205611512
3029.7057250000003,33.20388296377133,50.0,-3.868931177884972,70.66853540273189
3032.69655,32.564583278064106,50.0,-3.924583008536289,70.75555370331077
3032.69655,32.564583278064106,50.0,-3.924583008536289,70.75555370331077
3035.687375,31.94763027711353,50.0,-3.963137414212845,70.84413021144145
3038.6782,31.383152976317355,50.0,-3.986621250250955,70.93424020937294
3038.6782,31.383152976317355,50.0,-3.986621250250955,70.93424020937294
3041.6690249999997,30.89844088194715,50.0,-3.9978289531675606,71.02579458156805
3044.6598499999996,30.489000579778438,50.0,-3.9999192308212352,71.11863437638247
3044.6598499999996,30.489000579778438,50.0,-3.9999192308212352,71.11863437638247
3047.6506750000003,30.143240353813145,50.0,-3.9957561945937154,71.21260787243577
3050.6415,29.85573157020199,50.0,-3.987812671180537,71.30757044496107
3050.6415,29.85573157020199,50.0,-3.987812671180537,71.30757044496107
3053.632325,29.622788067802084,50.0,-3.978388440152202,71.40337367183072
3056.62315,29.441031474328415,50.0,-3.9693327662011,71.49986492181456
3056.62315,29.441031474328415,50.0,-3.9693327662011,71.49986492181456
3059.6139749999998,29.30668572972714,50.0,-3.962235661386237,71.59689089373069
3062.6048,29.21403513221206,50.0,-3.958138004177189,71.69430776352954
3062.6048,29.21403513221206,50.0,-3.958138004177189,71.69430776352954
3065.595625,29.15958696210509,50.0,-3.957812601009561,71.79198171894069
3068.58645,29.15069948451106,50.0,-3.961447613739587,71.88976603600366
3068.58645,29.15069948451106,50.0,-3.961447613739587,71.88976603600366
3071.5772749999996,29.198233488626894,50.0,-3.968894219222856,71.98749080308801
3074.5680999999995,29.315901626059897,50.0,-3.979083704973497,72.08493458787781
3074.5680999999995,29.315901626059897,50.0,-3.979083704973497,72.08493458787781
3077.5589249999994,29.51585416843044,50.0,-3.990348810239264,72.18184872893376
3080.54975,29.801410923916325,50.0,-3.9998778088513434,72.27796857416648
3080.54975,29.801410923916325,50.0,-3.9998778088513434,72.27796857416648
3083.540575,30.16935403051866,50.0,-4.004337029076974,72.37304094103335
3086.5314,30.600182977793956,50.0,-3.9999792814243493,72.46688809756876
3086.5314,30.600182977793956,50.0,-3.9999792814243493,72.46688809756876
3089.5222249999997,31.069046297395058,50.0,-3.9831978366168292,72.55939269655666
3092.5130499999996,31.54559539843231,50.0,-3.9511659838569684,72.6505598907902
