This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:   496868
Number of nonzeros in inequality constraint Jacobian.:  1031480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    16004
                     variables with only lower bounds:     1600
                variables with lower and upper bounds:     2400
                     variables with only upper bounds:        0
Total number of equality constraints.................:    11194
Total number of inequality constraints...............:    19200
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:     9600
        inequality constraints with only upper bounds:     9600

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  1.0000000e+02 1.29e+00 9.90e+01  -3.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.0023520e+02 1.27e+00 9.77e+01  -3.0 5.97e+00    -  6.20e-02 1.34e-02h  3
   2  1.0029485e+02 1.26e+00 9.67e+01  -3.0 5.84e+00    -  1.90e-01 1.24e-02h  7
   3  9.1181651e+01 1.17e+00 7.31e+01  -3.0 5.28e+00    -  4.10e-02 2.43e-01f  1
   4  9.2220881e+01 1.15e+00 7.17e+01  -3.0 8.58e+00    -  7.66e-03 1.95e-02h  1
   5  9.2737425e+01 1.13e+00 7.04e+01  -3.0 9.62e+00    -  1.73e-02 1.74e-02h  1
   6  9.4992848e+01 1.08e+00 6.67e+01  -3.0 5.61e+00    -  2.66e-03 5.20e-02h  1
   7  9.8559780e+01 1.02e+00 6.25e+01  -3.0 3.15e+00    -  1.66e-02 6.27e-02h  1
   8  9.9288570e+01 1.01e+00 6.18e+01  -3.0 4.57e+00    -  3.60e-02 1.05e-02h  3
   9  9.9704669e+01 1.00e+00 6.17e+01  -3.0 1.64e+00    -  5.43e-02 4.07e-03h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  9.9784154e+01 1.00e+00 6.16e+01  -3.0 1.59e+00    -  2.91e-02 7.84e-04h  8
  11  9.9794477e+01 1.00e+00 6.17e+01  -3.0 1.77e+00    -  3.04e-02 1.02e-04h 11
  12  9.9800122e+01 1.00e+00 6.17e+01  -3.0 1.63e+00    -  2.19e-02 5.62e-05h 12
  13  1.1308340e+02 7.94e-01 5.33e+01  -3.0 1.73e+00    -  1.79e-02 1.33e-01h  1
  14  1.2085587e+02 6.98e-01 4.83e+01  -3.0 1.52e+00    -  1.14e-01 9.22e-02h  1
  15  1.3237271e+02 5.69e-01 4.06e+01  -3.0 1.46e+00    -  1.25e-02 1.55e-01h  1
  16  1.5042652e+02 3.92e-01 2.82e+01  -3.0 1.36e+00    -  2.02e-01 2.99e-01h  1
  17  1.6668311e+02 2.29e-01 1.60e+01  -3.0 1.08e+00    -  1.69e-01 4.26e-01h  1
  18  1.8535121e+02 1.87e-01 6.60e+00  -3.0 6.65e-01    -  3.87e-01 1.00e+00h  1
  19  1.8153590e+02 1.37e-01 3.78e+00  -3.0 1.27e+00    -  3.83e-01 3.14e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.7872501e+02 1.39e-01 2.49e+00  -3.0 6.30e-01    -  3.31e-01 3.20e-01h  1
  21  1.6960861e+02 4.35e-01 3.41e+00  -3.0 8.20e-01    -  1.31e-01 8.20e-01f  1
  22  1.6445010e+02 2.17e-01 3.20e+00  -3.0 1.22e+00    -  1.31e-01 6.12e-01h  1
  23  1.5699211e+02 4.65e-01 2.96e+00  -3.0 9.23e-01    -  1.42e-01 1.00e+00f  1
  24  1.5193332e+02 3.10e-01 2.20e+00  -3.0 9.39e-01    -  2.55e-01 1.00e+00h  1
  25  1.4560045e+02 9.34e-01 1.59e+00  -3.0 1.65e+00    -  3.65e-01 8.63e-01h  1
  26  1.4143645e+02 1.07e+00 1.12e+00  -3.0 1.68e+00    -  3.28e-01 6.95e-01h  1
  27  1.3930906e+02 7.80e-01 8.17e-01  -3.0 8.10e-01    -  2.11e-01 3.85e-01h  1
  28  1.3636272e+02 4.80e-01 5.47e-01  -3.0 9.38e-01    -  1.64e-01 5.23e-01h  1
  29  1.3470228e+02 3.32e-01 6.68e-01  -3.0 1.30e+00    -  2.48e-01 3.45e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.3285815e+02 2.41e-01 2.23e-01  -3.0 1.17e+00    -  2.03e-01 4.48e-01h  1
  31  1.3060407e+02 2.89e-01 1.69e-01  -3.0 1.25e+00    -  3.19e-01 6.69e-01h  1
  32  1.2944617e+02 3.10e-01 1.20e-01  -3.0 9.78e-01    -  3.81e-01 5.49e-01h  1
  33  1.2850050e+02 2.26e-01 9.07e-02  -3.0 6.51e-01    -  6.19e-01 5.83e-01h  1
  34  1.2737513e+02 9.30e-02 9.63e-02  -3.0 5.78e-01    -  5.64e-01 8.58e-01h  1
  35  1.2704253e+02 1.36e-01 6.99e-02  -3.0 6.75e-01    -  9.58e-01 1.00e+00h  1
  36  1.2710424e+02 2.05e-02 5.58e-02  -3.0 3.38e-01    -  7.55e-01 1.00e+00h  1
  37  1.2715742e+02 5.09e-03 2.29e-02  -3.0 2.26e-01    -  9.99e-01 1.00e+00h  1
  38  1.2717641e+02 7.30e-04 9.97e-03  -3.0 1.34e-01    -  1.00e+00 1.00e+00h  1
  39  1.2720975e+02 1.35e-03 8.10e-03  -3.0 1.22e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.2347307e+02 1.53e-01 1.69e-01  -4.5 1.22e+00    -  6.61e-01 4.69e-01f  1
  41  1.2247548e+02 1.25e-01 1.05e-01  -4.5 7.21e-01    -  3.11e-01 3.34e-01h  1
  42  1.2152633e+02 7.51e-02 9.07e-02  -4.5 7.37e-01    -  5.33e-01 4.00e-01h  1
  43  1.2094072e+02 6.31e-02 6.30e-02  -4.5 8.69e-01    -  3.51e-01 3.29e-01h  1
  44  1.2034637e+02 1.55e-01 5.07e-02  -4.5 1.11e+00    -  3.57e-01 4.59e-01h  1
  45  1.2012061e+02 1.12e-01 3.02e-02  -4.5 6.28e-01    -  6.41e-01 3.43e-01h  1
  46  1.1994308e+02 7.56e-02 3.64e-02  -4.5 7.12e-01    -  4.82e-01 3.84e-01h  1
  47  1.1974072e+02 2.89e-02 3.27e-02  -4.5 5.99e-01    -  5.85e-01 7.61e-01h  1
  48  1.1968011e+02 5.62e-02 3.30e-02  -4.5 4.51e-01    -  5.26e-01 7.87e-01h  1
  49  1.1968080e+02 3.15e-02 2.94e-02  -4.5 1.82e-01    -  1.00e+00 4.82e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.1968648e+02 6.71e-03 9.15e-03  -4.5 1.21e-01    -  1.00e+00 1.00e+00h  1
  51  1.1968969e+02 1.07e-04 3.92e-03  -4.5 6.43e-02    -  1.00e+00 1.00e+00h  1
  52  1.1968495e+02 5.83e-05 1.37e-02  -4.5 2.04e-01    -  1.00e+00 1.00e+00H  1
  53  1.1967927e+02 9.99e-03 4.15e-02  -4.5 5.93e-01    -  1.00e+00 5.00e-01h  2
  54  1.1967686e+02 1.13e-02 1.50e-02  -4.5 1.53e-01    -  1.00e+00 1.00e+00h  1
  55  1.1968054e+02 1.41e-03 9.27e-03  -4.5 6.86e-02    -  1.00e+00 1.00e+00h  1
  56  1.1968204e+02 1.72e-05 1.47e-03  -4.5 3.00e-02    -  1.00e+00 1.00e+00h  1
  57  1.1968174e+02 6.93e-05 3.11e-03  -4.5 6.11e-02    -  1.00e+00 1.00e+00h  1
  58  1.1968099e+02 4.52e-05 9.67e-03  -4.5 1.65e-01    -  1.00e+00 1.00e+00H  1
  59  1.1968176e+02 6.59e-06 1.29e-02  -4.5 8.00e-02    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.1967969e+02 7.50e-04 1.31e-03  -4.5 8.01e-02    -  1.00e+00 1.00e+00h  1
  61  1.1968071e+02 8.12e-06 1.69e-03  -4.5 2.31e-02    -  1.00e+00 1.00e+00h  1
  62  1.1968059e+02 1.47e-05 7.17e-04  -4.5 2.47e-02    -  1.00e+00 1.00e+00h  1
  63  1.1968039e+02 4.67e-05 4.01e-03  -4.5 5.44e-02    -  1.00e+00 1.00e+00h  1
  64  1.1968029e+02 5.63e-06 1.22e-03  -4.5 1.91e-02    -  1.00e+00 1.00e+00h  1
  65  1.1968033e+02 4.83e-07 4.63e-04  -4.5 6.24e-03    -  1.00e+00 1.00e+00h  1
